[27/6/2024, 2:32:31 pm] Discussions: ‎Messages and calls are end-to-end encrypted. No one outside of this chat, not even WhatsApp, can read or listen to them.
[27/6/2024, 2:32:31 pm] ~ Nitish Singh: ‎~ Nitish Singh created this group
[11/8/2024, 12:43:41 pm] ~ Diwaker Tanwar: Please anyone share that website which is suggested by sir for creating dashboard for more Dax practice
[11/8/2024, 12:48:16 pm] Ajay Sati: Novypro
‎[11/8/2024, 1:51:59 pm] ~ @N!K€T: ‎image omitted
‎[11/8/2024, 1:52:38 pm] ~ @N!K€T: ‎image omitted
[11/8/2024, 1:52:42 pm] ~ @N!K€T: whats the issue?
[11/8/2024, 1:54:21 pm] ~ Shubhangi: = is missing after segment
‎[11/8/2024, 1:54:54 pm] ~ @N!K€T: ‎image omitted
[11/8/2024, 1:55:36 pm] Ajay Sati: It's customer I guess.
[11/8/2024, 1:55:37 pm] Ajay Sati: Check once
‎[11/8/2024, 1:56:02 pm] ~ @N!K€T: ‎image omitted
[11/8/2024, 1:57:06 pm] ~ @N!K€T: consumer hai
[11/8/2024, 1:59:24 pm] Ajay Sati: In power bi we use "
[11/8/2024, 1:59:27 pm] Ajay Sati: Use "
[11/8/2024, 2:04:07 pm] ~ @N!K€T: Done sir, thank you
[11/8/2024, 2:10:19 pm] ~ @N!K€T: What i have understood, In Excel, Power BI, SQL and Python,everywhere logics are same,just different notations, once we understand the logic we can use any tool to get the results
[11/8/2024, 2:11:05 pm] Ajay Sati: Exactly
[11/8/2024, 2:21:45 pm] ~ Jeenu: ‎This message was deleted.
‎[11/8/2024, 2:53:19 pm] ~ Tanseer Haider: ‎image omitted
‎[11/8/2024, 2:53:25 pm] ~ Tanseer Haider: ‎image omitted
[11/8/2024, 2:54:05 pm] ~ Tanseer Haider: I have three segments in tooltip tip but when I hover on the visual it shows only two segments. ‎<This message was edited>
‎[11/8/2024, 3:07:40 pm] ~ Abhinav: ‎image omitted
[11/8/2024, 3:08:02 pm] ~ Abhinav: Kindly guide
[11/8/2024, 5:46:28 pm] ~ Nizam: Group formed??
[11/8/2024, 6:04:40 pm] ~ @N!K€T: ‎This message was deleted.
‎[11/8/2024, 7:51:57 pm] ~ Lokesh Thakur: ‎image omitted
[11/8/2024, 9:14:24 pm] Ajay Sati: Is it  showing for all the months??
[11/8/2024, 9:14:43 pm] Ajay Sati: Try restarting your power bi once
[11/8/2024, 9:37:38 pm] ~ Lokesh Thakur: after restart facing same problem
[11/8/2024, 10:08:06 pm] ~ Tanseer Haider: Sir Problem is resolved now, I had selected 2 segments in select all visual that's why it was showing two segments only.
[11/8/2024, 11:53:02 pm] ~ Pranay🎵🎶🎼: when will link for todays session will be sent ?
[11/8/2024, 11:57:31 pm] ~ Sufal: It was sent 90 mins ago
[11/8/2024, 11:58:55 pm] ~ Sufal: Class begins in 30 minutes: https://learnwith.campusx.in/s/courses/667cfe30502735205f1e920a/take#66b83af7cf44fa5fdb282c34
[11/8/2024, 11:59:44 pm] ~ Pranay🎵🎶🎼: Links are sent on mail and here before session ?
[12/8/2024, 12:01:11 am] ~ Sufal: yes
[12/8/2024, 12:01:39 am] ~ Pranay🎵🎶🎼: ok
[12/8/2024, 12:26:21 am] ~ || The Gamer ||: I am not able to see the link to join today's class
[12/8/2024, 12:26:38 am] ~ Kishorekumar: Same
[12/8/2024, 12:26:42 am] ~ Roopal: @917057093142 
I am not able to join class
[12/8/2024, 12:26:45 am] ~ Sufal: The class is delayed by 5 minutes
‎[12/8/2024, 12:26:48 am] ~ || The Gamer ||: ‎image omitted
[12/8/2024, 12:27:01 am] ~ Roopal: Live class has not yet started
[12/8/2024, 12:27:04 am] ~ Roopal: Same
[12/8/2024, 12:27:20 am] ~ || The Gamer ||: Np
[12/8/2024, 12:27:36 am] ~ Roopal: Okay
[12/8/2024, 12:31:17 am] ~ Sufal: Session has started
[12/8/2024, 12:35:43 am] ~ .: is Campusx website working?
[12/8/2024, 12:36:25 am] ~ Sufal: Yes
‎[12/8/2024, 12:40:11 am] ~ .: ‎image omitted
[12/8/2024, 12:41:00 am] ~ Sufal: Try to restart system and router
[12/8/2024, 12:47:07 am] ~ Rajni Kant: Y-o-Y wali Class kab Hui thi??
[12/8/2024, 12:47:56 am] ~ Rajni Kant: Can anybody tell me when topic of Y-o-Y class happened??
[12/8/2024, 1:36:28 am] ~ Ignite: Yesterday
‎[12/8/2024, 2:38:18 am] Ajay Sati: Power BI course CampusX.pbix ‎document omitted
[12/8/2024, 2:51:14 am] ~ Lakshmi Narayana 😊: ‎~ Lakshmi Narayana 😊 joined from the community
‎[12/8/2024, 12:23:17 pm] Ajay Sati: ‎image omitted
[12/8/2024, 12:32:04 pm] ~ Vk: @917057093142 : Day 11 recording is not yet available, Kindly advise. Thanks
[12/8/2024, 12:51:47 pm] ~ Sufal: Gentle Reminder: Please fill the second feedback form if you have reached day 10 in the course, it is mandatory. Link is in the video description. ‎<This message was edited>
‎[12/8/2024, 5:54:19 pm] ~ Milind: ‎image omitted
[12/8/2024, 7:33:37 pm] Ajay Sati: Create it again and remove the %  format from topbar.
[12/8/2024, 7:42:28 pm] ~ Milind: Ok. It's working.
‎[12/8/2024, 8:58:50 pm] ~ Sneha Sarkar: ‎image omitted
[12/8/2024, 9:02:29 pm] ~ Faisal Hayat: ‎This message was deleted.
‎[12/8/2024, 9:02:30 pm] ~ Faisal Hayat: ‎image omitted
‎[12/8/2024, 9:02:30 pm] ~ Faisal Hayat: ‎image omitted
[12/8/2024, 9:02:31 pm] ~ Faisal Hayat: ‎This message was deleted.
[12/8/2024, 9:02:31 pm] ~ Faisal Hayat: ‎This message was deleted.
[12/8/2024, 9:04:16 pm] ~ Faisal Hayat: In above question sir has taken the customer name; But there can be two customer with same name l; so why we didn't take the customer Id which is the primary key and then take customer name.
‎[12/8/2024, 10:51:04 pm] ~ Nizam: ‎image omitted
[12/8/2024, 10:51:10 pm] ~ Nizam: Are both different??
[12/8/2024, 11:32:36 pm] ~ Mukesh Bhatt: @918193802178 How you have calculated the TargetMet measure in question 2 of the mail 7th (Adventure Works). You didn't mention it in the doubt session.
[12/8/2024, 11:57:56 pm] Ajay Sati: You can take any
[12/8/2024, 11:58:30 pm] Ajay Sati: Which question are you trying to solve?
[12/8/2024, 11:58:48 pm] Ajay Sati: Will explain in the comming doubt session
[12/8/2024, 11:59:07 pm] Ajay Sati: It's a measure need to be created
[12/8/2024, 11:59:09 pm] ~ Mukesh Bhatt: can you share the dax for now?
[13/8/2024, 12:03:21 am] ~ Nizam: Not from assignment, it is from relative filter context where u calculated sales changed from base year, but when I'm trying to extract year from date column using year() it is not working correctly and when extracting using date_column_name.[year]  object(shown by u in lec-10) it is extracting correctly
‎[13/8/2024, 12:06:02 am] Ajay Sati: ‎image omitted
[13/8/2024, 12:12:10 am] Ajay Sati: Inside Calculate year(column name) wont give the correct output that calculate function cant process proeperly (it consider it only a unit value)

however the column.year applies a filter
[13/8/2024, 12:14:10 am] ~ Nizam: Ok, thank you sir
‎[13/8/2024, 6:38:59 am] ~ Raj Kumar: ‎image omitted
[13/8/2024, 1:34:07 pm] ~ Nizam: Specific region me zoom krta h map visual me try it
[13/8/2024, 3:02:22 pm] ~ Deepam-Personal: ‎~ Deepam-Personal joined using this group's invite link
[22/8/2024, 12:29:38 pm] ~ Deepam-Personal: ‎Your security code with ‪+91 94520 35413‬ changed.
‎[13/8/2024, 3:14:00 pm] ~ Shubham: ‎image omitted
[13/8/2024, 3:16:04 pm] ~ Deepam-Personal: ‎This message was deleted.
[13/8/2024, 3:16:21 pm] ~ Deepam-Personal: Hello everyone,
I am trying to make a distribution graph, in which i need to check the customer behaviour . No of district customer vs no of order ids they have placed.
Can someone help me to make it!!
[13/8/2024, 3:26:42 pm] ~ Parikh Dhruv: try incognito
[13/8/2024, 3:29:00 pm] ~ Shubham: Same result
[13/8/2024, 5:45:35 pm] ~ Sufal: We have posted a small quiz for you guys, feel free to attempt it. (No cheating please)
‎[13/8/2024, 5:48:21 pm] ~ Shalu Chauhan: ‎image omitted
[13/8/2024, 5:49:09 pm] ~ Shalu Chauhan: Sir this is giving all blank ...I am really confused on the interaction of calculate and filters internal working is not really clear
[13/8/2024, 5:51:14 pm] ~ Ignite: Try without filter 🤔
[13/8/2024, 5:51:28 pm] Ajay Sati: It highlights and filters the data  point that we have selected and all visuals respond on that basis
[13/8/2024, 5:52:08 pm] Ajay Sati: it will be done without filter
[13/8/2024, 5:52:14 pm] ~ Shalu Chauhan: And also wht is the difference in writing orders[order date]. [Year] with filter as oppose dto writing just orders[order date]. [Year]
[13/8/2024, 5:53:01 pm] ~ Shalu Chauhan: How will we know this ...a lot of my queries are not working just because of this confusion
[13/8/2024, 5:53:31 pm] Ajay Sati: with filter keyword, it filters the data two times.
one on the row level and other  filteration filter does.
[13/8/2024, 5:54:18 pm] Ajay Sati: Use filter keyword only when we have conditions like gender = male , category = customer and for rest use without fiter
[13/8/2024, 5:55:48 pm] ~ Shalu Chauhan: Can you please take this up in the doubt scession more extensively
[13/8/2024, 5:56:00 pm] ~ Shalu Chauhan: Please sir
[13/8/2024, 6:00:29 pm] ~ Shubham: @917057093142
[13/8/2024, 6:00:33 pm] ~ Parikh Dhruv: in simple words ese samaj kin filter specific ke liye hai,  jab selectedvalue() use  karte hai tab who hamme pura column deta hai like 

2016
2017
2018
2019

but when u just want 2016 kin specific muje 2016 kin sales yaa profit yaa something chaieye tab ham filters use karenge kin specific 2016 bass ..
[13/8/2024, 6:02:40 pm] ~ Shalu Chauhan: I gotbthe use of selected value...the issue is direct filter and filter with the keyword filter are behaving very different which needs understanding of internal working
[13/8/2024, 6:32:10 pm] Ajay Sati: Understanding internal working will be too complex to understand.

However i will give you a crux of why these things are working differently , in tomorrow's doubt session.
[13/8/2024, 6:47:34 pm] ~ Shalu Chauhan: Sure sir thankyou
‎[13/8/2024, 7:01:50 pm] ~ Priyu: ‎image omitted
[13/8/2024, 8:04:51 pm] ~ Sam: Hi sometimes dax is disappearing in data tab when I click on it twice. Has it happened with anyone else ??
[13/8/2024, 8:40:45 pm] Ajay Sati: Is your p% column in % or numerical
‎[13/8/2024, 8:52:21 pm] ~ Akarsh: ‎image omitted
[13/8/2024, 9:35:32 pm] ~ Sufal: Dm you registered email
‎[13/8/2024, 10:36:43 pm] ~ Priyu: ‎image omitted
[13/8/2024, 10:38:05 pm] Ajay Sati: Show data type.

Is it general or percentage
‎[13/8/2024, 10:38:32 pm] ~ Priyu: ‎image omitted
[13/8/2024, 10:38:51 pm] ~ Priyu: Decimal
[13/8/2024, 10:39:11 pm] ~ Priyu: % sir
‎[13/8/2024, 10:39:15 pm] Ajay Sati: ‎image omitted
‎[13/8/2024, 10:39:22 pm] ~ Priyu: ‎image omitted
[13/8/2024, 10:39:29 pm] Ajay Sati: Create this column again without %
[13/8/2024, 10:39:40 pm] ~ Priyu: Okk sir
[13/8/2024, 10:39:46 pm] Ajay Sati: Some sign is missing here.
[13/8/2024, 10:44:15 pm] ~ Priyu: Again blank
[13/8/2024, 10:45:20 pm] ~ Akarsh: Sir in the recording the equal sign is mostly missing.
[13/8/2024, 10:48:20 pm] Ajay Sati: have you created  the column again without %
[13/8/2024, 10:48:32 pm] ~ Priyu: Yes sir
[13/8/2024, 10:50:36 pm] Ajay Sati: show me data type and Dax of your profit column
‎[13/8/2024, 10:51:18 pm] ~ Priyu: ‎image omitted
‎[13/8/2024, 10:51:27 pm] ~ Priyu: ‎image omitted
[13/8/2024, 10:51:49 pm] Ajay Sati: show me query dax
[13/8/2024, 10:52:00 pm] Ajay Sati: high value cx query
‎[13/8/2024, 10:52:44 pm] ~ Priyu: ‎image omitted
[13/8/2024, 10:53:39 pm] Ajay Sati: you have mentioned here p%>25 

however your p%  value in actual column is  in decimal between (0-1)
[13/8/2024, 10:53:54 pm] Ajay Sati: multiply it by 100
[13/8/2024, 10:53:59 pm] ~ Ignite: Multiply 100 ?
[13/8/2024, 10:54:06 pm] Ajay Sati: yes
‎[13/8/2024, 10:55:29 pm] ~ Priyu: ‎image omitted
[13/8/2024, 11:04:18 pm] ~ Akarsh: Sir please help 👆
[13/8/2024, 11:06:52 pm] Ajay Sati: thats some technical glitch , i guess.
we are working on it.

For then , I am sharing everyday PBIX file .
[13/8/2024, 11:08:17 pm] ~ Akarsh: Understood sir. But could you please tell which sign is missing so that I'm able to understand the DAX properly.
[13/8/2024, 11:09:28 pm] Ajay Sati: whats the question statement
[14/8/2024, 12:00:10 am] ~ anil: Qus: The CEO has requested a report showing the average daily sales
amount across all years (2016, 2017, 2018, and 2019).

In above question when we made a table visual, it was showing result as follows in the Power BI:
Power BI	
Year	Average Sales
2016	6190
2017	7376
2018	9356
2019	11813
Total	8659

However, the average for the four years is actually coming out to be 8683.75. 
Why is there a difference in the output given by table visual of the Power BI?
[14/8/2024, 12:00:40 am] ~ anil: @918193802178
‎[14/8/2024, 12:01:56 am] ~ Vinay Mittal: ‎image omitted
‎[14/8/2024, 12:02:02 am] ~ Vinay Mittal: ‎image omitted
[14/8/2024, 12:02:19 am] ~ Parikh Dhruv: ig who average sales ka average dein reha hai
[14/8/2024, 12:02:28 am] ~ Parikh Dhruv: since parameter average diya hai
[14/8/2024, 12:02:55 am] ~ Abhinav: @918193802178 is it possible to provide the solution set for the assignments two weeks post giving assignment so that we can self evaluate ourselves and alson get to know our shortcomings
[14/8/2024, 12:03:14 am] ~ Vinay Mittal: If I add filter function to it. I get infinity values. I am not able to understand why i am getting different results
[14/8/2024, 12:03:22 am] ~ Vinay Mittal: Can anyone explain please
[14/8/2024, 12:08:08 am] ~ anil: Bro, what I am saying is:
Average Sales ka average actual me (6190+7376+9356+11813)/4 =8683.75 hai.

But, Power BI is showing this to be 8659. Ye bol raha hu mai.
[14/8/2024, 12:08:46 am] ~ Ignite: Divided by 0 means infinity na bro ?
[14/8/2024, 12:09:29 am] ~ Vinay Mittal: I get that bro but on adding filter function what is happening behind which leads to 0 value.
[14/8/2024, 12:10:21 am] ~ Vinay Mittal: If you see in this picture, i did not use filter function inside calculate function
[14/8/2024, 12:10:43 am] ~ Vinay Mittal: But over i did
[14/8/2024, 12:10:44 am] ~ Parikh Dhruv: ohh sorry
[14/8/2024, 12:10:46 am] ~ Ignite: It is taking only 2016 data from sales measure
[14/8/2024, 12:11:21 am] ~ Vinay Mittal: Yeah but why?
[14/8/2024, 12:12:28 am] ~ Ignite: Because of orders[order date ] = 2016
[14/8/2024, 12:12:40 am] ~ Ignite: So it will take only 2016 data
[14/8/2024, 12:15:40 am] ~ Ignite: Measure aggregate dynamically , if you apply filter then it will filter 2nd time
[14/8/2024, 12:17:01 am] ~ Deepam-Personal: ‎This message was deleted.
[14/8/2024, 12:17:54 am] ~ Deepam-Personal: ‎This message was deleted.
[14/8/2024, 12:18:18 am] ~ Deepam-Personal: What is the highest granularity of this . Is it the order id wise sales ?
[14/8/2024, 12:18:28 am] ~ Vinay Mittal: So, if I am using filter function inside calculate function all previous filters plus the boolean expression, both are applied. Is that what you mean bro?
[14/8/2024, 12:18:36 am] ~ anil: ‎This message was deleted.
[14/8/2024, 12:18:49 am] ~ anil: Avg Daily Sales = 
var min_date = MIN(Orders[Order Date]) 
var max_date = max(Orders[Order Date])
var no_of_days = DATEDIFF(min_date, max_date, DAY)

return
[Sales Measure]/no_of_days
[14/8/2024, 12:18:54 am] ~ Ignite: Granularity?
[14/8/2024, 12:19:07 am] ~ Deepam-Personal: Lowest transaction valuea
[14/8/2024, 12:19:25 am] ~ Deepam-Personal: Maybe that would be the reason it is coming wrong
[14/8/2024, 12:19:46 am] ~ anil: This is the question:
The CEO has requested a report showing the average daily sales
amount across all years (2016, 2017, 2018, and 2019).
[14/8/2024, 12:21:06 am] ~ Deepam-Personal: See some vdos on context transitions.. you will get it.. what exactly i am trying to explain
[14/8/2024, 12:24:01 am] ~ Ignite: Measures already use filter based on the visuals for example sales measure shows all total values for years 2016, 2017, 2018 ,, if you want to calculate 2016 total sales value we use  calculate(sum(orders[sales], filter(orders, order[order date ].[year ] =2016 ... So the sales measure will calculate this all behind based on the visuals context
[14/8/2024, 12:24:32 am] ~ Vinay Mittal: @918193802178 sir can you please why on adding filter function giving different results although the boolean expression inside is same.
‎[14/8/2024, 12:24:38 am] ~ anil: ‎image omitted
‎[14/8/2024, 12:24:38 am] ~ anil: ‎image omitted
[14/8/2024, 12:26:50 am] ~ Ignite: I think that is average
[14/8/2024, 12:28:31 am] ~ anil: Yes, this is average shown by Power BI. But take the on your own, average of (6190+7376+9356+11813)/4 =8683.73
[14/8/2024, 12:28:34 am] ~ anil: I am asking this because if we present this to client, he can cross-question how is average different? And if this is the case, how can we get the actual average value.
[14/8/2024, 12:30:22 am] ~ Vinay Mittal: https://www.youtube.com/watch?v=wx84DIJM1OI 
Bro i found this youtube video. He is explaining what is happening but he didn’t go to the why part. But still little helpful
[14/8/2024, 12:31:35 am] ~ Parikh Dhruv: ok I am feeling kin who pure sales ka average lein reha hai
[14/8/2024, 12:31:48 am] ~ Parikh Dhruv: like calculate average of total sales
[14/8/2024, 12:33:23 am] ~ Parikh Dhruv: no
[14/8/2024, 12:33:28 am] ~ Parikh Dhruv: leave it
‎[14/8/2024, 12:38:13 am] ~ @N!K€T: ‎image omitted
[14/8/2024, 12:39:32 am] ~ Parikh Dhruv: yaar try this one time
[14/8/2024, 12:40:08 am] ~ Ignite: Just use sales measure instead of writing total sales[ sales measure]
[14/8/2024, 12:40:13 am] ~ Ignite: .
[14/8/2024, 12:41:52 am] ~ @N!K€T: not working
[14/8/2024, 12:42:06 am] ~ @N!K€T: why the same code doesnt work for us?
[14/8/2024, 12:42:22 am] ~ Parikh Dhruv: ‎This message was deleted.
[14/8/2024, 12:42:25 am] ~ Ignite: Your code is different
[14/8/2024, 12:42:46 am] ~ Ignite: Please check once again bhai
[14/8/2024, 12:42:56 am] ~ @N!K€T: i have matched everything
‎[14/8/2024, 12:43:26 am] ~ @N!K€T: ‎image omitted
‎[14/8/2024, 12:43:40 am] ~ Ignite: ‎image omitted
[14/8/2024, 12:44:28 am] ~ Ignite: Write only sales measure , you are writing 'total sales'[sales measure ]
‎[14/8/2024, 12:44:29 am] ~ @N!K€T: ‎image omitted
[14/8/2024, 12:45:13 am] ~ @N!K€T: i dont understand how it works in the class and doesnt work when we do
[14/8/2024, 12:45:38 am] ~ Ignite: Top1sales = ... Your = Sign is missing
[14/8/2024, 12:46:42 am] ~ @N!K€T: okay thanks
[14/8/2024, 12:47:01 am] ~ @N!K€T: sorry i was little frustrated, m trying from last 30 mins
[14/8/2024, 1:01:56 am] Ajay Sati: both are coming same.

either you calculate actual average or  value shown by this visual
[14/8/2024, 1:02:47 am] Ajay Sati: when you are using filter key word it is filtering twice , this is the reason why itss giving fishy values
[14/8/2024, 1:04:36 am] Ajay Sati: Actual average will not be calculated in this way , 
actual average will be total sales / total number of days we made sale.

what you are doing is  you are calculating first average of each month and then average of these calculated values (average is being calculated two times)
[14/8/2024, 2:11:39 am] Ajay Sati: Those who are facing issue of (=) sign missing In recordings, please tell the day numbers of the recordings?


So that we can work on the issue. ‎<This message was edited>
[14/8/2024, 2:13:03 am] ~ Deep Science: ‎~ Deep Science joined from the community
[14/8/2024, 2:14:28 am] ~ Beast: Sessions from measures and dax
[14/8/2024, 2:14:32 am] ~ Beast: All sessions after that
[14/8/2024, 2:14:42 am] ~ Sufal: Timestamp also please
[14/8/2024, 2:43:49 am] ~ Sam: In almost all the recording where = has been used its missing. It was pointed out by few student here. However we understood and then adjusted to it. ‎<This message was edited>
[14/8/2024, 3:03:42 am] ~ Deep Science: Hi @917057093142 Iam new to this course and could you please guide me as to where the assignments are?
‎[14/8/2024, 3:38:59 am] ~ Rajesh Singha: ‎image omitted
[14/8/2024, 3:50:17 am] ~ Roopal: @917057093142 

Day 9 - More on Dax, Measures and Logic building 

Time stamp 41:12
[14/8/2024, 3:55:34 am] ~ Sufal: Checking, thanks
[14/8/2024, 4:11:18 am] ~ Kamran Ali: I have issues in DAX query 
Weekend/weekday
var day = FORMAT(Orders[Order Date], “DDDD”)

return 
day

After execution it showes return syntax error
[14/8/2024, 4:13:16 am] ~ Ignite: Try this 

Weekend/weekday = 
var day = FORMAT(Orders[Order Date], “DDDD”)

return 
day
[14/8/2024, 5:46:36 am] ~ Sunshine: I am really having trouble of using filter. Don't know where to use it and where not. Any body with the same issue?
[14/8/2024, 5:56:38 am] ~ Kamran Ali: A=100 1st week sale
B=130  2nd
C=144 3rd

How much will be sale in 8 weeks  according to above ratio
‎[14/8/2024, 10:22:22 am] ~ Sunshine: ‎image omitted
‎[14/8/2024, 10:23:44 am] ~ Sunshine: ‎image omitted
[14/8/2024, 10:27:16 am] Ajay Sati: What's the question.
[14/8/2024, 10:28:34 am] Ajay Sati: Will cover this today in doubt session.
[14/8/2024, 10:33:05 am] ~ Sunshine: Eagerly waiting for this.TIA
[14/8/2024, 12:11:09 pm] Ajay Sati: https://app.sli.do/event/4s9xAxGgPWm8trGU11n2Gw


Link for today's doubt session....
[14/8/2024, 12:23:16 pm] ~ Shalu Chauhan: ‎This message was deleted.
[14/8/2024, 12:28:22 pm] ~ Sam: ‎This message was deleted.
[14/8/2024, 12:29:01 pm] ~ Sam: ‎This message was deleted.
[14/8/2024, 12:59:03 pm] ~ Rajesh Singha: Assess how much the sales value of the top-ranked country deviates
from the sales values of other countries within the top 10. This
analysis will highlight the performance gap between the leading
country and its peers, offering insights into potential areas for growth
and improvement in underperforming regions.
[14/8/2024, 1:17:25 pm] Ajay Sati: Check the sales measure , because your total sales is also giving different answer
[14/8/2024, 2:42:51 pm] ~ Rajesh Singha: Sir I checked sales measures, it has the same answer that you had 
This is for top 10 country total sales
[14/8/2024, 3:29:15 pm] Ajay Sati: Your dax is correct.


Delete hai again create this DAX.
[14/8/2024, 3:33:32 pm] ~ Tanseer Haider: Assignment Mail 5 question 2
[14/8/2024, 4:17:40 pm] ~ Saurabh Saini: ‎~ Saurabh Saini joined from the community
[14/8/2024, 4:47:36 pm] ~ Akarsh: Sir this was the question where client wanted to know the 2016,17,18 customer churn. 

My question was when we used SELECTEDVALUE (Orders[Order date]. [Year]) in the above DAX why did it not show the customer churn for 2019.

But later I understood that it was a measure and measure aggregates dynamically with the visual and you had already filtered the visual to show only 2016,17,18 and that's why it did not show 2019 customer churn.
[14/8/2024, 4:58:34 pm] Ajay Sati: Here  we have filtered tha value and humne 2019 select ni kiya.
[14/8/2024, 5:02:37 pm] ~ Akarsh: Understood sir
‎[14/8/2024, 5:11:00 pm] ~ Sneha Sarkar: ‎image omitted
[14/8/2024, 5:11:45 pm] Ajay Sati: please share question also.
[14/8/2024, 5:13:21 pm] ~ Sneha Sarkar: 2.	The company is facing a strategic challenge in optimising market efforts and resource allocation across different regions. To address this, the company seeks to identify cities with the highest number of resellers. However, the focus is specifically on those cities ranked between the 5th and 15th positions in terms of reseller count, draw  a visual for the same for the client.
[14/8/2024, 5:26:26 pm] ~ Tanseer Haider: Anybody who has some time I want to discuss assignment Mail 5 q 2
[14/8/2024, 5:52:46 pm] Ajay Sati: You are doing it in a complex way.

in the table visual 
drag cities , measure for reseller count

and then create a function on this reseller count measure  and select 5-15 rank
‎[14/8/2024, 6:58:44 pm] ~ Sneha Sarkar: ‎image omitted
[14/8/2024, 7:05:15 pm] ~ Parikh Dhruv: sir kehe rehe hai u should add data of cities and reseller count
[14/8/2024, 7:05:42 pm] ~ Parikh Dhruv: fir harrek ko rank dein dein and if statement yeah filter se 5-15 ke bich ka nikal dein
[14/8/2024, 7:07:38 pm] ~ Parikh Dhruv: add columns +
[14/8/2024, 7:07:38 pm] ~ Mrunal Wankhede: Hi all,

I've one assignment of PowerBi, need someone help to complete that. Deadline is for tomorrow EOD. If anyone interested we can work together.
‎[14/8/2024, 8:34:57 pm] ~ || The Gamer ||: ‎image omitted
[14/8/2024, 8:35:19 pm] ~ || The Gamer ||: Sirr can you please suggest me what's the way forward??
[14/8/2024, 8:39:16 pm] ~ Parikh Dhruv: Esme already average sales nikal nahi din second column nei??
[14/8/2024, 8:40:10 pm] ~ || The Gamer ||: What??
[14/8/2024, 8:40:17 pm] ~ || The Gamer ||: Didn't get what's written
[14/8/2024, 8:40:54 pm] ~ Parikh Dhruv: Hamme average sales nikalni thii according to question and woh hamne nikal dina like in second column woh weekend and weekday kin average sales haina
[14/8/2024, 8:41:01 pm] ~ Parikh Dhruv: Uske baad kya karna tha..
[14/8/2024, 8:41:47 pm] ~ Parikh Dhruv: Means why u r making measure woh samaj mei nahi ayaa
[14/8/2024, 8:41:48 pm] ~ || The Gamer ||: Okk..
[14/8/2024, 8:42:04 pm] ~ || The Gamer ||: Got it..
[14/8/2024, 8:42:12 pm] ~ || The Gamer ||: Actually I got confused
[14/8/2024, 8:42:15 pm] ~ || The Gamer ||: A bit
[14/8/2024, 8:42:38 pm] ~ Parikh Dhruv: Actually muje laga mei wrong hon esliye i was confirming
[14/8/2024, 8:42:48 pm] ~ Parikh Dhruv: Kin kutch aur nikalna hai like that
[14/8/2024, 8:47:52 pm] ~ || The Gamer ||: Hii bro how did you perform the comparison??
[14/8/2024, 8:49:10 pm] ~ Parikh Dhruv: Maine pie chart se kiya
[14/8/2024, 8:49:16 pm] ~ Parikh Dhruv: We can even use bar chart
[14/8/2024, 8:49:49 pm] ~ || The Gamer ||: Logic kon sa use kiya that final - intital / intial wala??
[14/8/2024, 8:52:32 pm] ~ Parikh Dhruv: See maine khass kutch nahi kiya because etna information bola hi nahi hai but now u r saying i am also confused kin actually kya karna hai 😂 maine just ek pie chart banaya jisme weekday and weekend kin values daal din
[14/8/2024, 8:52:36 pm] ~ Parikh Dhruv: Like ekdam simple wala
‎[14/8/2024, 8:52:58 pm] ~ Parikh Dhruv: ‎image omitted
[14/8/2024, 8:56:05 pm] ~ || The Gamer ||: Yrr mujhe toh ye smjh aa rha h isme hame percentage ki form m jase hamne jase hamne customer base nikala tha wase karna h.. Because tabhi hame pta chl payega ki kya difference h weekday and weekend ki sales m.. I don't know whether I am thinking right or you are saying correct.. You also did right just showing pie chart os also gives us comparison may be m table se kr rha hu toh confused ho gya
[14/8/2024, 8:56:29 pm] ~ || The Gamer ||: Issi se toh direct pta chalega..
[14/8/2024, 8:57:32 pm] ~ Parikh Dhruv: Like comparission toh table se bhi hon sakti hai baat sahi hai but almost average sale of weekend and weekday is similiar
[14/8/2024, 8:57:46 pm] Ajay Sati: We have doubt  session today we will discuss all doubts  ln it.
[14/8/2024, 8:59:19 pm] ~ || The Gamer ||: Hmm right..
[14/8/2024, 9:02:21 pm] ~ Parikh Dhruv: ig u r right maine just question properly padh usme comparission likha hai son weekends ke kitne zyada hai so hame value se subract karke divide by weekdays something like that
[14/8/2024, 9:35:41 pm] ~ Rajni Kant: Hello Sir,

Need your help.

How to reorder Rows and Column manually in Matrix Table and we are able to do in Excle Pivot Table.

Please help me in this.
[14/8/2024, 10:39:46 pm] ~ Utkarsh Singh: Any deadline for our adventure mail questions 
Or 
For power bi quiz ???
[14/8/2024, 11:03:30 pm] ~ Faisal Hayat: Is it good to do the financial Quarter question by grouping ?
‎[14/8/2024, 11:06:45 pm] ~ Faisal Hayat: ‎image omitted
[14/8/2024, 11:47:59 pm] ~ Arvind: Drop me text if anyone have knowledge about advance excel,  sql, power bi with min 2 year experience
[14/8/2024, 11:48:46 pm] ~ Arvind: Requirement for pune, bangalore, hyderabad or Chennai
[15/8/2024, 12:00:59 am] ~ Puneet Rastogi: ‎~ Puneet Rastogi joined from the community
[15/8/2024, 12:18:25 am] ~ Sufal: Doubt Session in 10 minutes: https://learnwith.campusx.in/s/courses/667cfe30502735205f1e920a/take#66b977335358126dd51ba84a
